projectId	query	url	catg	subcatg	clics	impressions	position	ctr	entity	TA_score
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	aceite	67.50011
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	viscosidad	29.887388
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	zinc	54.437588
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	ácido	43.467663
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	ácido orgánico	34.460888
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	reducción-oxidación	47.900936
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	sal (química)	48.558918
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	satisfacción del cliente	21.71118
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	sustancia química	38.646072
66e306218a24dbec06d16a8a	aditivo para aceite de motor para que sirve	https://articulos.recambiofacil.com/articulos/cuando-usar-aditivo-para-aceite-de-motor-cuales-son-por-que-se-utilizan-y-cuanto-duran/	Aceite de motor	Uso de Aditivos	1	46	9.97311827444261	0.03225806451612903	temperatura	35.35617
